Rnk Team                           W-  L     RATE      SOS
1028 Ursinus                        7- 10   47.450   48.367 (954)
1029 Simpson IA                     5-  9   47.427   49.041 (785)
1030 Ohio Northern                  7- 10   47.419   48.250 (986)
1031 Trinity Int'l                  9- 13   47.414   48.555 (909)
1032 New Paltz St                   6-  9   47.413   48.326 (963)
1033 Florida Christian              7-  7   47.403   47.417 (1156)
1034 Grand View                     7-  9   47.390   47.950 (1058)
1035 Selma U.                       7-  6   47.386   47.054 (1228)
1036 Willamette                     6- 11   47.385   49.204 (741)
1037 Simon Fraser                   3- 10   47.382   50.201 (582)
1038 Belhaven                       8- 13   47.377   48.705 (873)
1039 Mount Marty                    6- 15   47.372   49.784 (643)
1040 Yeshiva                        7-  6   47.355   47.118 (1216)
1041 Kean                           6- 11   47.351   48.896 (823)
1042 Rutgers-Camden                 7- 11   47.330   48.559 (907)
1043 Lethbridge CC                 11-  5   47.329   45.310 (1408)
1044 District of Columbia           2- 13   47.328   51.774 (405)
1045 Kutztown                       3- 14   47.327   50.693 (517)
1046 Paul Quinn                     6- 10   47.324   48.678 (878)
1047 Frostburg St                   7- 12   47.320   48.835 (844)
1048 Berea                         13-  9   47.319   46.084 (1339)
1049 New Hope Christian             4- 15   47.313   50.425 (551)
1050 Anderson IN                    7- 10   47.306   48.560 (906)
1051 Trinity Western                7- 13   47.304   48.865 (831)
1052 King's PA                      8-  9   47.297   47.472 (1143)
1053 Concordia NE                   5- 14   47.292   49.754 (652)
1054 Misericordia                   8-  9   47.281   47.621 (1115)
1055 Whittier                       8- 10   47.259   48.019 (1044)
1056 St Olaf                        5- 11   47.252   49.267 (726)
1057 Mount Aloysius                12-  6   47.225   45.253 (1411)
1058 North Central MN              10-  6   47.210   45.784 (1363)
1059 Widener                        4- 13   47.207   49.877 (622)
1060 Illinois College               8-  8   47.202   46.819 (1257)
1061 Catawba                        4- 10   47.200   49.440 (701)
1062 Thiel                          9-  7   47.197   46.570 (1282)
1063 Champlain St-Lambert          12-  4   47.195   44.581 (1452)
1064 Grambling St                   0- 16   47.184   54.444 (260)
1065 Trinity Christian              8- 16   47.184   48.983 (803)
1066 Southern Wesleyan              9- 11   47.182   47.738 (1096)
1067 Southern Tech                 10- 10   47.163   47.105 (1221)
1068 Salve Regina                   9-  8   47.158   47.106 (1219)
1069 Williams Baptist              12-  7   47.157   45.855 (1356)
1070 Bloomsburg                     4- 11   47.149   49.917 (613)
1071 Auburn Montgomery              6- 10   47.147   48.714 (871)
1072 Miami-Middletown              11-  6   47.140   45.338 (1403)
1073 Tusculum                       4- 10   47.128   49.574 (678)
1074 UMass-Boston                   9-  7   47.124   46.227 (1320)
1075 Johnson & Wales RI             9-  7   47.123   46.524 (1286)
1076 Queens NY                      3- 12   47.121   50.382 (559)
1077 Ottawa KS                      8- 12   47.118   48.213 (995)
1078 Edward Waters                  5- 10   47.114   48.972 (806)
1079 Bluffton                       7- 10   47.108   47.859 (1075)
1080 Dallas                        11-  6   47.108   45.699 (1371)
1081 Palm Beach Atlantic            1- 13   47.101   51.936 (393)
1082 Dickinson St                   7- 14   47.069   48.991 (799)
1083 Freed-Hardeman                 9- 11   47.065   47.557 (1122)
1084 Mount Union                    7- 10   47.059   47.888 (1068)
1085 Becker                         9-  7   47.056   46.328 (1309)
1086 Carnegie Mellon                3- 14   47.044   50.606 (529)
1087 Hawai`i-Hilo                   3- 13   47.040   50.312 (570)
1088 William Woods                  9- 12   47.037   47.517 (1135)
1089 Louisiana College              5- 10   47.023   49.052 (784)
1090 Portland Bible                 6- 11   47.020   48.762 (859)
1091 Iowa Wesleyan                  8- 12   47.013   48.111 (1022)
1092 Lethbridge U.                  5- 14   47.006   49.722 (657)
1093 Miles                          5- 10   47.004   48.912 (820)
1094 Penn St-Beaver                12-  3   47.002   43.615 (1485)
1095 Graceland                      5- 16   46.990   49.912 (614)
1096 Algoma                         8-  6   46.978   45.747 (1367)
1097 Covenant                       9-  7   46.950   46.427 (1300)
1098 Chadron St                     1- 15   46.944   52.427 (361)
1099 York NY                        8-  9   46.944   47.248 (1189)
1100 Manhattanville                 8-  9   46.917   47.277 (1182)
1101 Sewanee                        8-  7   46.916   46.403 (1301)
1102 Millikin                       7- 10   46.907   47.934 (1061)
1103 Southwestern KS               14- 10   46.889   46.137 (1331)
1104 Wentworth Tech                 9-  7   46.885   46.206 (1322)
1105 Haverford                      5- 11   46.882   49.097 (773)
1106 MacMurray                      9-  8   46.875   46.269 (1313)
1107 Ohio Mid-Western               4-  9   46.873   49.022 (791)
1108 LeTourneau                     7- 11   46.865   48.160 (1006)
1109 Sage                           8-  7   46.855   46.259 (1314)
1110 Goucher                        5- 11   46.838   48.461 (931)
1111 Clarke IA                      9- 12   46.832   47.365 (1164)
1112 UC-Santa Cruz                  6- 13   46.824   49.084 (777)
1113 Fitchburg St                   8-  7   46.803   46.466 (1294)
1114 East Texas Baptist             7- 11   46.796   48.038 (1038)
1115 York ON                        5-  8   46.788   48.153 (1010)
1116 Shippensburg                   4- 12   46.739   49.432 (703)
1117 LeMoyne-Owen                   5- 11   46.738   49.027 (790)
1118 Walla Walla                    5- 20   46.695   50.625 (527)
1119 Centennial                    11-  5   46.691   44.546 (1455)
1120 Bates                          7- 11   46.684   47.521 (1134)
1121 Rust                           9- 10   46.682   46.979 (1244)
1122 Laval                          2- 12   46.681   50.980 (476)
1123 Wabash                         5- 13   46.664   49.481 (690)
1124 Bridgewater St MA              7-  9   46.661   47.316 (1175)
1125 Otterbein                      6- 11   46.631   48.205 (1000)
1126 Roberts Wesleyan               5- 11   46.605   48.677 (879)
1127 UPR-Rio Piedras                1-  7   46.594   50.899 (485)
1128 Minn-Crookston                 3- 14   46.593   50.636 (523)
1129 Bethany Lutheran               6- 10   46.592   48.172 (1005)
1130 Neumann                        7-  9   46.583   46.979 (1243)
1131 Col. de Sainte-Foy            10-  3   46.579   43.791 (1481)
1132 Pacific Lutheran               4- 14   46.563   49.566 (682)
1133 Massachusetts Coll             8-  9   46.561   46.768 (1265)
1134 Castleton St                   8-  8   46.537   46.684 (1271)
1135 Brock                          5- 12   46.521   49.074 (778)
1136 Laurier                        4- 12   46.519   49.247 (733)
1137 Holy Cross IN                 10- 14   46.511   47.433 (1150)
1138 Loras                          5- 11   46.491   48.364 (957)
1139 St Lawrence NY                 6-  9   46.489   47.444 (1149)
1140 Pensacola Christian            7-  9   46.479   47.183 (1202)
1141 Guelph                         5- 10   46.478   48.528 (915)
1142 Bryan                          9- 11   46.474   47.029 (1232)
1143 Central Christian KS          13-  9   46.462   45.846 (1357)
1144 Morris SC                      3-  5   46.458   47.671 (1108)
1145 Clarion                        4- 11   46.447   49.019 (793)
1146 Cornell IA                     6- 10   46.434   47.744 (1094)
1147 Centenary LA                   7- 11   46.421   47.770 (1090)
1148 Langara                        8-  1   46.413   42.142 (1511)
1149 La Roche                       9-  8   46.388   45.991 (1348)
1150 UQAM                           4-  9   46.375   48.443 (939)
1151 North Park                     6- 11   46.371   48.255 (985)
1152 Ohio U-Eastern                 2-  2   46.357   46.796 (1261)
1153 Centenary NJ                   8-  9   46.355   46.813 (1259)
1154 Elms                           8-  8   46.349   46.106 (1337)
1155 Denison                        5- 12   46.347   48.592 (897)
1156 Coastal Georgia                5- 16   46.339   49.206 (740)
1157 Algonquin                     11-  4   46.330   43.437 (1492)
1158 Marymount                      6- 12   46.328   48.132 (1017)
1159 La Verne                       4- 13   46.328   49.526 (687)
1160 VA-Lynchburg                   7- 19   46.312   49.109 (771)
1161 Michigan-Dearborn              6- 15   46.283   49.211 (736)
1162 Medgar Evers                   7- 10   46.267   47.270 (1184)
1163 Holy Names                     3- 13   46.253   50.102 (593)
1164 Webster                        7- 10   46.253   47.175 (1203)
1165 UC-Merced                      4- 18   46.239   50.287 (572)
1166 Newbury                        9-  6   46.238   44.998 (1424)
1167 Puget Sound                    6- 11   46.225   47.819 (1079)
1168 Immaculata                     7-  8   46.209   46.695 (1270)
1169 Penn St-Brandywine             9-  6   46.203   45.038 (1421)
1170 Reinhardt                      7- 12   46.181   47.675 (1106)
1171 U of the Southwest             4- 16   46.179   49.661 (668)
1172 New Jersey                     5- 12   46.164   48.341 (961)
1173 Lake Forest                    5- 11   46.155   48.033 (1040)
1174 Nyack                          3- 13   46.138   49.826 (635)
1175 York PA                        6- 11   46.104   47.615 (1116)
1176 Florida College                8-  8   46.086   45.991 (1349)
1177 Montclair St                   5- 12   46.040   48.209 (997)
1178 Trinity CT                     8- 10   46.036   46.487 (1292)
1179 Regina                         5- 11   46.035   48.085 (1029)
1180 Union KY                       7- 15   46.034   48.160 (1007)
1181 Rosemont                       9-  7   46.031   45.528 (1391)
1182 Concordia AB                   9-  7   46.029   45.745 (1368)
1183 Cal Lutheran                   7- 11   46.026   47.196 (1200)
1184 Wilberforce                    5- 16   46.025   48.905 (822)
1185 Tougaloo                       4- 10   46.007   48.007 (1046)
1186 Northwood TX                   3- 19   46.007   50.051 (596)
1187 Lyndon St                      8-  8   46.004   46.403 (1302)
1188 Fredonia St                    5-  9   45.992   47.489 (1140)
1189 St Joseph's-Brooklyn           9-  8   45.987   45.605 (1385)
1190 RIT                            5- 11   45.987   48.323 (965)
1191 Kalamazoo                      5- 13   45.981   48.769 (857)
1192 Valley Forge Chr               7-  7   45.950   45.837 (1358)
1193 Susquehanna                    6- 12   45.943   47.553 (1123)
1194 Brescia                        5- 17   45.931   49.172 (755)
1195 U of the Ozarks                5- 13   45.922   48.276 (978)
1196 Hunter                         7- 10   45.919   47.025 (1234)
1197 Brewton-Parker                 4- 15   45.916   49.111 (770)
1198 Oakwood                        4- 10   45.916   48.587 (901)
1199 Wheaton MA                     6-  9   45.912   47.388 (1159)
1200 Penn St-York                   6-  2   45.907   42.842 (1505)
1201 Bethany KS                     8- 12   45.885   47.016 (1236)
1202 Albany Pharmacy                5-  1   45.866   41.948 (1513)
1203 Simpson CA                     6- 18   45.854   48.667 (881)
1204 Dominican IL                   8- 10   45.842   46.459 (1297)
1205 Mars Hill                      3- 13   45.826   49.375 (714)
1206 Anna Maria                     8-  7   45.793   45.480 (1395)
1207 Thompson Rivers                6- 15   45.779   48.435 (940)
1208 Harris-Stowe St                4- 15   45.769   48.779 (855)
1209 Brevard                        2- 13   45.761   50.030 (601)
1210 Brooklyn                       4- 10   45.761   47.941 (1060)
1211 Utica                          6- 11   45.751   47.383 (1161)
1212 Rockhurst                      1- 13   45.738   51.058 (470)
1213 Minn-Morris                    5-  9   45.738   47.220 (1194)
1214 Elmhurst                       4- 13   45.721   48.690 (875)
1215 Col. Montmorency               9-  6   45.705   44.561 (1453)
1216 Southwestern TX                6- 12   45.678   47.681 (1103)
1217 Penn St-Harrisburg             8- 10   45.674   46.532 (1283)
1218 UNBC                           6-  9   45.661   46.635 (1274)
1219 Occidental                     6- 10   45.656   47.037 (1231)
1220 Howard Payne                   5- 12   45.649   48.546 (913)
1221 Central Penn                   7-  8   45.639   46.200 (1324)
1222 Swarthmore                     4- 14   45.634   48.676 (880)
1223 Washington MD                  2- 15   45.608   49.846 (630)
1224 Wilkes                         7-  9   45.607   46.212 (1321)
1225 Macalester                     4- 12   45.601   48.874 (827)
1226 Carroll MT                     1- 20   45.593   50.744 (511)
1227 Alice Lloyd                    9- 12   45.586   46.366 (1306)
1228 Spring Hill                    4- 19   45.585   49.147 (763)
1229 Augustana AB                   7-  8   45.583   46.475 (1293)
1230 Evergreen St                   2- 17   45.581   50.330 (566)
1231 Huntingdon AL                  4- 13   45.554   48.590 (898)
1232 Siena Heights                  5- 16   45.551   48.806 (849)
1233 Bacone                         3- 15   45.545   49.170 (756)
1234 Berkeley-NYC                   5-  5   45.525   45.100 (1418)
1235 Western New England            5- 10   45.496   47.545 (1126)
1236 Emory & Henry                  3- 13   45.494   48.962 (808)
1237 Menlo                          5- 14   45.489   48.426 (943)
1238 Victory                        7-  5   45.489   44.612 (1448)
1239 Texas Lutheran                 5- 14   45.488   47.923 (1063)
1240 Truett-McConnell               4- 17   45.483   48.982 (804)
1241 St Ambrose                     5- 13   45.457   47.734 (1097)
1242 Linfield                       3- 14   45.455   49.039 (787)
1243 Lyon                           5- 15   45.455   48.318 (967)
1244 Wash & Jeff                    7- 11   45.436   46.594 (1279)
1245 SW Christian                   5- 17   45.428   48.381 (949)
1246 Crown MN                       5- 11   45.404   47.599 (1118)
1247 Manchester                     4- 13   45.399   48.768 (858)
1248 Endicott                       7- 10   45.368   46.133 (1333)
1249 St Thomas Aquinas              3- 12   45.353   48.562 (905)
1250 Barclay                        5-  4   45.337   45.066 (1420)
1251 McPherson                      8- 15   45.336   47.123 (1215)
1252 Loyalist                       9-  6   45.319   44.371 (1461)
1253 Penn St-Berks                  7-  9   45.317   46.036 (1342)
1254 Pitt-Bradford                  8-  9   45.316   45.644 (1382)
1255 Kuyper                         5-  7   45.308   46.896 (1251)
1256 Pfeiffer                       3- 12   45.304   48.761 (860)
1257 William Jessup                 5- 14   45.276   47.877 (1069)
1258 Bethesda                       2- 15   45.270   49.961 (607)
1259 Albion                         4- 14   45.262   48.199 (1001)
1260 Connecticut College            5- 12   45.254   47.464 (1145)
1261 Blue Mountain                  6- 13   45.245   47.360 (1169)
1262 NAIT                           8-  6   45.219   44.597 (1451)
1263 Emerson                        8-  8   45.207   45.295 (1410)
1264 Framingham St                  8- 10   45.180   45.512 (1393)
1265 Grove City                     6- 11   45.176   46.795 (1262)
1266 Colby                          5- 10   45.170   46.803 (1260)
1267 Shenandoah                     3- 15   45.159   48.873 (828)
1268 Keyano                         8-  5   45.133   44.038 (1473)
1269 Berkeley-Garret Mtn            5-  8   45.113   46.311 (1311)
1270 Bluefield St WV                0- 18   45.113   50.770 (505)
1271 St Mary's MN                   3- 13   45.096   48.638 (888)
1272 Monmouth IL                    4- 12   45.051   47.529 (1130)
1273 Ozark Christian                6-  4   45.039   43.923 (1478)
1274 Edgewood                       4- 14   45.035   48.311 (971)
1275 UPR-Cayey                      0-  2   45.021   51.341 (435)
1276 Clark Atlanta                  2- 12   45.019   49.031 (788)
1277 Sul Ross St                    4- 14   44.981   48.143 (1012)
1278 Oneonta St                     2- 12   44.974   48.846 (841)
1279 Fontbonne                      6- 12   44.941   46.814 (1258)
1280 MacEwan                        6-  8   44.919   45.629 (1384)
1281 Warren Wilson                  7-  9   44.917   45.645 (1381)
1282 Waterloo                       4- 13   44.915   48.206 (999)
1283 Grace Bible                    4- 10   44.912   47.059 (1225)
1284 St Francis Xavier              5-  6   44.889   45.342 (1401)
1285 Vanier                         7-  6   44.888   44.464 (1458)
1286 Mount Royal                    5- 11   44.878   46.761 (1267)
1287 Waynesburg                     7- 11   44.861   46.025 (1344)
1288 Wisconsin Lutheran             7- 11   44.856   46.126 (1335)
1289 Southern St OH                 4-  1   44.855   41.325 (1519)
1290 Pitt-Greensburg                7- 12   44.844   46.527 (1285)
1291 West Coast Baptist             3- 13   44.813   48.218 (994)
1292 Central Baptist                4- 15   44.776   48.374 (951)
1293 Presentation                  11-  8   44.771   43.506 (1490)
1294 Mercy                          1- 14   44.760   49.678 (663)
1295 Albany St GA                   2- 11   44.757   48.556 (908)
1296 Central Maine CC               7-  0   44.739   37.367 (1549)
1297 Arlington Baptist              0- 11   44.682   51.182 (455)
1298 Johnson & Wales CO             4- 19   44.663   48.514 (917)
1299 St Joseph's LI                 4- 11   44.661   47.431 (1151)
1300 Kansas Wesleyan                5- 16   44.651   47.431 (1152)
1301 Johnson & Wales NC             4- 14   44.636   48.643 (886)
1302 Greenville                     7- 12   44.624   46.045 (1341)
1303 Calumet-St Joseph              6- 15   44.621   46.826 (1256)
1304 Colby-Sawyer                   6-  9   44.569   45.726 (1370)
1305 Dalhousie                      5-  7   44.553   45.313 (1406)
1306 Vancouver Island               6-  4   44.543   43.561 (1487)
1307 Northland Int'l                6-  3   44.538   42.989 (1502)
1308 Westminster PA                 6- 12   44.535   46.375 (1305)
1309 Keuka                          6-  9   44.522   45.589 (1386)
1310 Cincinnati-Clermont            4- 18   44.522   48.850 (837)
1311 Fisk                           3- 12   44.499   47.816 (1080)
1312 Hendrix                        6- 12   44.485   46.450 (1299)
1313 Oberlin                        4- 14   44.470   47.911 (1064)
1314 St Scholastica                 5- 11   44.463   46.743 (1268)
1315 Redeemer                       6- 14   44.454   47.110 (1217)
1316 Benedictine-Springfield        4- 18   44.450   48.314 (968)
1317 Montreat                       6- 16   44.449   47.271 (1183)
1318 Lakeland AB                    5-  7   44.446   45.153 (1416)
1319 Lees-McRae                     1- 14   44.432   49.456 (695)
1320 Rivier                         7-  9   44.430   44.867 (1431)
1321 Brandon                        3- 15   44.421   47.966 (1056)
1322 Concordia-St Louis             1-  2   44.419   47.523 (1131)
1323 Williamson Trade               2-  4   44.395   45.768 (1364)
1324 Western Conn St                4- 12   44.390   47.056 (1226)
1325 Pacific Union                  2- 15   44.386   49.197 (744)
1326 Wells                          7- 10   44.371   45.546 (1389)
1327 Piedmont Int'l                 3-  1   44.368   42.003 (1512)
1328 Vassar                         5- 10   44.344   45.686 (1375)
1329 Ohio St-Newark                 3-  4   44.321   45.019 (1423)
1330 Barber-Scotia                  3- 17   44.320   48.611 (893)
1331 Gallaudet                      9- 10   44.318   44.453 (1460)
1332 Earlham                        2- 15   44.289   48.720 (870)
1333 Haskell                        3- 16   44.284   47.949 (1059)
1334 Knoxville                      0-  9   44.265   50.496 (537)
1335 Mayville St                    4- 19   44.261   48.228 (990)
1336 Berry                          4- 13   44.253   47.220 (1193)
1337 Hiwassee                       4- 17   44.252   48.138 (1014)
1338 Concordia AL                   3- 20   44.247   48.391 (948)
1339 Central Bible                  4- 13   44.228   48.153 (1009)
1340 Judson IL                      5- 19   44.225   48.032 (1041)
1341 Toronto                        2- 13   44.216   48.275 (980)
1342 Hannibal-LaGrange              3- 18   44.213   48.433 (941)
1343 Medicine Hat                   8-  7   44.209   43.927 (1476)
1344 Austin                         4- 15   44.208   47.287 (1179)
1345 Elmira                         3- 13   44.146   47.499 (1137)
1346 Allen                          1- 15   44.144   49.520 (689)
1347 Penn St-Worth Scranton         5-  3   44.116   42.829 (1506)
1348 Mt St Vincent NY               5- 10   44.088   45.323 (1404)
1349 Eastern U.                     3- 15   44.066   47.694 (1100)
1350 Lehman                         6- 11   44.064   45.220 (1413)
1351 IU Kokomo                      6- 15   44.037   46.613 (1277)
1352 Bethel KS                      3- 18   44.036   47.997 (1047)
1353 Rockford                       5- 13   44.002   46.341 (1308)
1354 CCNY                           5- 11   43.991   46.012 (1347)
1355 Roger Williams                 5- 11   43.967   46.105 (1338)
1356 SUNYIT                         4- 11   43.955   46.611 (1278)
1357 Carver                         0- 17   43.943   49.761 (649)
1358 Rhema Bible                    3-  5   43.932   44.830 (1435)
1359 Dillard                        2- 13   43.929   48.925 (819)
1360 Penn St-Altoona                6- 11   43.870   45.730 (1369)
1361 Bard                           4- 10   43.840   45.821 (1360)
1362 Plymouth St                    3- 13   43.829   47.254 (1187)
1363 Robt Morris-Springfield        5-  9   43.811   45.789 (1362)
1364 Lambton                        3- 10   43.785   47.336 (1173)
1365 UNB                            4-  7   43.764   45.229 (1412)
1366 New Hampshire Tech             4-  1   43.762   39.977 (1531)
1367 Penn St-Abington               5- 12   43.758   45.981 (1351)
1368 St Lawrence ON                 7- 11   43.758   44.836 (1434)
1369 Grace NE                       3-  9   43.749   46.514 (1290)
1370 Trinity Bible                  4-  5   43.707   44.162 (1471)
1371 Martin Luther                  2- 14   43.697   47.780 (1089)
1372 Lasell                         3- 13   43.684   47.287 (1178)
1373 Millsaps                       3- 14   43.664   47.153 (1209)
1374 Trinity FL                     0-  8   43.600   49.758 (650)
1375 Dawson                         5-  8   43.571   44.609 (1449)
1376 SAIT                           6-  8   43.564   44.356 (1463)
1377 La Sierra                      3- 20   43.509   47.929 (1062)
1378 Thomas ME                      6-  8   43.509   44.334 (1465)
1379 La Cit                         6-  8   43.489   44.299 (1467)
1380 Multnomah U.                   2- 12   43.482   48.506 (921)
1381 UMass-Dartmouth                2- 13   43.463   47.523 (1132)
1382 Norwich                        5- 11   43.442   45.525 (1392)
1383 Lesley                         5- 10   43.432   45.368 (1400)
1384 Purdue North Central           5- 19   43.431   47.086 (1223)
1385 Lane                           1- 11   43.420   47.859 (1074)
1386 Emmanuel MA                    4- 11   43.408   46.196 (1325)
1387 Western ON                     1- 13   43.389   48.454 (933)
1388 Holland                       11-  1   43.387   38.139 (1545)
1389 UBC-Okanagan                   2- 14   43.384   47.418 (1155)
1390 Benedictine IL                 4- 15   43.370   46.622 (1275)
1391 Dallas Christian               0- 21   43.313   49.798 (640)
1392 Finlandia                      4- 14   43.308   46.913 (1246)
1393 IU Northwest                   6- 16   43.302   46.174 (1329)
1394 SUNY-Cobleskill                4- 12   43.285   46.205 (1323)
1395 St Clair                       3- 13   43.271   47.185 (1201)
1396 Marywood                       4- 13   43.239   46.031 (1343)
1397 Kentucky Christian             5-  9   43.238   45.037 (1422)
1398 Mitchell                       7-  8   43.234   43.658 (1484)
1399 Penn St-Fayette                5- 10   43.187   45.103 (1417)
1400 Marygrove                      1- 22   43.181   49.413 (707)
1401 Daniel Webster                 6- 10   43.162   44.852 (1432)
1402 Bob Jones U.                   3- 13   43.139   47.055 (1227)
1403 Fisher                         6- 14   43.128   45.926 (1352)
1404 Lawrence Tech                  2- 19   43.115   48.447 (936)
1405 AIB Coll Bus                   0- 22   43.109   49.206 (739)
1406 Geneva                         2- 15   43.022   47.462 (1146)
1407 Mount Ida                      5- 13   43.013   45.535 (1390)
1408 Alfred                         4- 12   42.963   45.766 (1365)
1409 Devry                          0-  1   42.924   49.952 (610)
1410 Penn St-Hazleton               5-  6   42.879   43.213 (1499)
1411 Champion Baptist               0- 14   42.875   50.023 (602)
1412 Maine-Presque Isle             8-  9   42.846   43.270 (1497)
1413 King's Univ Coll               4- 11   42.752   45.449 (1398)
1414 Clearwater Christian           2-  8   42.739   46.240 (1318)
1415 Suffolk                        4- 12   42.734   45.551 (1387)
1416 Crowley's Ridge                2- 12   42.714   47.578 (1121)
1417 St Andrews                     0- 20   42.697   49.194 (746)
1418 Pacifica                       0- 14   42.689   50.292 (571)
1419 St Mary's NS                   3-  8   42.669   44.903 (1428)
1420 Col. Éd.-Montpetit             4-  9   42.576   44.685 (1444)
1421 St Mary's AB                   5-  9   42.536   43.926 (1477)
1422 Olds                           5- 10   42.522   44.326 (1466)
1423 Nebraska Christian             2-  4   42.513   45.482 (1394)
1424 SW Adventist                   0-  8   42.507   48.701 (874)
1425 U of New England               3- 13   42.500   46.187 (1327)
1426 Penn St-Mont Alto              4-  7   42.494   43.529 (1489)
1427 John Abbott                    4-  9   42.474   44.537 (1457)
1428 Akron-Wayne                    0- 10   42.414   48.510 (919)
1429 Quest                          4- 10   42.413   46.112 (1336)
1430 Concordia IL                   2- 17   42.370   47.420 (1154)
1431 Polytechnic                    3-  9   42.363   45.450 (1397)
1432 Johnson St                     6- 10   42.332   43.991 (1475)
1433 Regis MA                       3- 13   42.328   45.753 (1366)
1434 Mid-Atlantic Chr               0-  5   42.241   48.392 (946)
1435 Douglas                        4-  5   42.220   43.114 (1501)
1436 Muskingum                      1- 16   42.209   47.278 (1181)
1437 Knox                           1- 14   42.192   47.548 (1125)
1438 Ecclesia                       0- 16   42.115   48.730 (866)
1439 Penn St-DuBois                 6-  6   42.087   41.807 (1515)
1440 Caltech                        1- 16   42.082   47.213 (1196)
1441 Penn St-Schuylkill             3-  5   42.061   43.285 (1495)
1442 Piedmont GA                    0-  7   42.037   48.328 (962)
1443 Durham                         3- 10   42.023   44.838 (1433)
1444 Baptist Bible PA               3- 13   42.014   45.311 (1407)
1445 D'Youville                     2- 14   41.829   46.177 (1328)
1446 Ahuntsic                       3- 10   41.829   44.699 (1443)
1447 Maranatha Baptist              3- 12   41.825   45.341 (1402)
1448 Maryland Bible                 0-  6   41.822   48.142 (1013)
1449 Sault                          2- 12   41.787   45.914 (1354)
1450 Lancaster Bible                2- 13   41.762   46.157 (1330)
1451 Manhattan Christian            1- 10   41.688   47.282 (1180)
1452 Indiana Dabney                 1- 11   41.686   47.364 (1165)
1453 Cazenovia                      4- 11   41.673   44.295 (1468)
1454 Fleming                        3- 15   41.615   45.693 (1372)
1455 Morthland                      0- 14   41.571   47.763 (1092)
1456 DeVry                          0- 15   41.543   50.188 (583)
1457 Wheelock                       3- 12   41.503   45.173 (1415)
1458 Penn St-Wilkes-Barre           4-  9   41.496   44.241 (1470)
1459 St Louis Pharmacy              5-  8   41.488   42.935 (1503)
1460 Maine Maritime                 4- 11   41.467   44.457 (1459)
1461 Green Mountain                 3- 12   41.433   44.760 (1437)
1462 Southern Maine CC              7-  3   41.341   38.751 (1539)
1463 Baptist Bible MO               0- 14   41.321   47.979 (1053)
1464 Great Lakes Christian          1- 14   41.321   47.156 (1208)
1465 Miami-Hamilton                 0-  8   41.321   48.742 (863)
1466 Ohio U-Zanesville              2-  4   41.316   43.272 (1496)
1467 Northland College              1- 14   41.294   47.381 (1162)
1468 Crossroads MN                  0-  7   41.233   47.455 (1147)
1469 Boyce                          1-  7   41.230   46.017 (1346)
1470 Ohio St-Mansfield              0-  6   41.208   48.945 (814)
1471 Red River                      4-  2   41.174   39.396 (1534)
1472 Silver Lake                    1- 12   41.124   46.356 (1307)
1473 Coast Guard                    1- 14   41.105   47.363 (1167)
1474 Vermont Tech                   5-  5   41.063   40.961 (1523)
1475 Canadore                       0- 13   40.938   47.201 (1199)
1476 Union NE                       1-  3   40.887   43.723 (1482)
1477 Eastern Maine CC               5-  2   40.883   38.490 (1541)
1478 Capilano                       3-  6   40.804   42.827 (1507)
1479 Hillsdale Free Will            0- 12   40.732   47.135 (1212)
1480 Georgian                       2- 14   40.724   44.660 (1446)
1481 Faith Baptist Bible            1- 10   40.704   46.461 (1296)
1482 Pitt-Titusville                1-  4   40.673   45.296 (1409)
1483 SUNY-Canton                    3- 12   40.617   43.849 (1480)
1484 SUNY-Maritime                  1- 11   40.617   46.189 (1326)
1485 Winnipeg Coll                  2-  2   40.612   40.466 (1526)
1486 Kwantlen                       3-  5   40.610   41.923 (1514)
1487 Cairn                          1- 15   40.574   46.519 (1288)
1488 Ctr Chr Col Bible MO           1-  8   40.529   47.675 (1105)
1489 Moody Bible                    2-  8   40.527   44.270 (1469)
1490 Clark St CC                    1-  8   40.441   44.799 (1436)
1491 Ohio U-Lancaster               1-  5   40.371   44.966 (1426)
1492 Crandall                       8-  4   40.331   38.331 (1543)
1493 Penn Tech                      3-  9   40.322   43.572 (1486)
1494 Grande Prairie                 1- 14   40.287   44.949 (1427)
1495 St Joseph VT                   5-  8   40.281   41.118 (1522)
1496 Welch                          3-  2   40.244   38.721 (1540)
1497 Ohio U-Chillicothe             1-  6   40.237   44.557 (1454)
1498 Houghton                       0- 16   40.226   46.897 (1249)
1499 Blackburn                      1- 16   40.187   46.017 (1345)
1500 Johnson U.                     0- 13   40.121   47.149 (1211)
1501 Toccoa Falls                   0- 13   40.112   46.983 (1242)
1502 Culinary Institute             3-  3   40.081   39.089 (1538)
1503 Emmaus Bible                   0-  5   40.050   49.154 (761)
1504 Camosun                        2-  6   39.898   42.637 (1508)
1505 Canadian Mennonite             3-  5   39.758   41.373 (1518)
1506 Lincoln Christian              2-  9   39.740   43.163 (1500)
1507 New England Coll               1- 14   39.727   44.620 (1447)
1508 Ohio St-Lima                   0-  6   39.680   48.541 (914)
1509 Mt St-Vincent NS               7-  4   39.662   36.862 (1552)
1510 Maine-Machias                  3-  7   39.605   41.628 (1516)
1511 Columbia Bible                 2-  7   39.548   42.333 (1510)
1512 Penn St-Gtr Allegheny          2-  8   39.530   43.543 (1488)
1513 Maine-Fort Kent                1- 11   39.518   45.205 (1414)
