Rnk Team                           W-  L     RATE      SOS
512 Anderson IN                   10-  6   51.530   50.213 (579)
513 William Carey                  9-  9   51.513   51.546 (429)
514 Northwestern IA               15-  5   51.505   48.508 (889)
515 Point Loma Nazarene            9- 10   51.487   51.873 (404)
516 Florida Gulf Coast             3- 13   51.481   55.355 (164)
517 West Chester                  10-  4   51.472   48.700 (850)
518 Eastern Washington             4- 13   51.470   54.465 (245)
519 SIU-Edwardsville               5- 14   51.465   54.369 (253)
520 Colorado St-Pueblo             7-  8   51.457   51.816 (407)
521 SC-Upstate                     2- 15   51.453   55.864 (101)
522 Lubbock Christian             11-  5   51.421   49.265 (736)
523 Campbellsville                10-  8   51.420   50.751 (510)
524 Life GA                        9-  7   51.411   50.830 (502)
525 Navy                           5- 14   51.404   53.946 (288)
526 Pikeville                     16-  5   51.403   48.079 (980)
527 Illinois Wesleyan             12-  3   51.391   48.223 (956)
528 IU Southeast                  10-  8   51.384   50.588 (530)
529 Sioux Falls                   15-  6   51.377   48.942 (801)
530 UCCB                          10-  2   51.374   47.920 (1014)
531 Chapman                       13-  4   51.367   48.496 (890)
532 Brevard                        7-  3   51.358   49.451 (696)
533 Norfolk St                     2- 13   51.343   55.366 (162)
534 SE Missouri St                 5- 13   51.340   53.797 (297)
535 Alabama St                     5- 13   51.323   54.207 (266)
536 Mansfield                      9-  5   51.321   49.477 (688)
537 Arkansas-Monticello            9-  6   51.318   50.051 (598)
538 Iowa Wesleyan                 14-  1   51.311   46.062 (1307)
539 Manhattan                      2- 15   51.310   55.815 (111)
540 Ashland                        8-  6   51.274   50.607 (525)
541 Wingate                        8-  6   51.262   50.589 (529)
542 Cal Poly Pomona                6-  6   51.248   50.635 (521)
543 Savannah St                    2- 17   51.223   55.825 (106)
544 West Georgia                   8-  5   51.219   50.080 (595)
545 Northwood MI                   6- 11   51.218   52.989 (336)
546 Northwest Nazarene             8-  8   51.212   51.103 (470)
547 Radford                        4- 13   51.208   54.517 (238)
548 Toledo                         4- 14   51.202   54.734 (216)
549 Chicago St                     5- 14   51.199   54.664 (222)
550 St Norbert                    11-  3   51.194   47.843 (1030)
551 Freed-Hardeman                10-  8   51.188   50.648 (519)
552 Grace IN                      14-  6   51.176   48.765 (838)
553 Angelo St                      5-  9   51.159   52.360 (365)
554 North Alabama                  7- 10   51.155   52.223 (375)
555 Howard                         2- 14   51.151   55.704 (124)
556 Texas-Permian Basin            8-  8   51.147   50.976 (482)
557 Virginia Union                 6-  4   51.134   49.977 (609)
558 Tennessee-Martin               6- 14   51.110   53.536 (314)
559 CSU-Stanislaus                 5-  9   51.100   52.672 (348)
560 Eastern Mennonite             12-  3   51.097   47.372 (1116)
561 Evangel                       11-  6   51.097   49.407 (705)
562 Gustavus Adolphus              8-  5   51.097   49.823 (627)
563 Saskatchewan                  12-  3   51.092   47.767 (1043)
564 Northwest WA                  13-  6   51.085   48.858 (822)
565 CSU-Monterey Bay               5-  9   51.084   52.817 (342)
566 Concord                        7-  7   51.069   51.261 (456)
567 St Olaf                        9-  4   51.068   48.874 (816)
568 Lindsey Wilson                14-  5   51.066   48.300 (938)
569 South Carolina St              5- 11   51.064   53.243 (326)
570 Southern Tech                 10-  4   51.030   48.453 (898)
571 Manchester                    10-  5   51.025   49.339 (720)
572 St Francis IL                 13-  5   51.019   48.694 (851)
573 Benedict                       7-  4   51.015   49.516 (681)
574 California PA                  8-  5   51.012   49.577 (673)
575 Chadron St                     5- 10   51.011   52.675 (347)
576 Western Conn St               13-  2   51.010   46.987 (1179)
577 Prairie View A&M               5- 12   50.982   53.651 (309)
578 MD-Eastern Shore               4- 12   50.966   54.222 (264)
579 St Leo                         9-  6   50.959   49.690 (649)
580 UW-Parkside                    6-  9   50.949   51.903 (401)
581 Centre                        11-  3   50.936   47.603 (1079)
582 San Diego                      4- 16   50.919   54.549 (235)
583 Carthage                       9-  6   50.916   49.660 (659)
584 St Thomas TX                   8-  9   50.916   51.161 (465)
585 Slippery Rock                 11-  5   50.916   48.618 (866)
586 Dallas Baptist                 9-  6   50.908   49.695 (646)
587 Western Oregon                10-  8   50.892   50.170 (584)
588 Augsburg                      10-  4   50.861   48.564 (879)
589 Malone                        13-  6   50.849   48.149 (970)
590 Florida Tech                  10-  7   50.849   49.990 (605)
591 Washington and Lee            11-  4   50.843   48.463 (896)
592 Ferrum                        14-  3   50.835   47.202 (1152)
593 Coe                           11-  4   50.833   48.328 (929)
594 Hope                          10-  5   50.820   48.958 (795)
595 Northern St                    7-  9   50.815   51.357 (444)
596 Clark Atlanta                  5-  3   50.797   49.595 (669)
597 Montana St-Northern           12-  5   50.790   47.586 (1081)
598 Sonoma St                      5-  9   50.774   52.078 (385)
599 Philadelphia                   9-  5   50.748   49.388 (711)
600 Illinois College              10-  4   50.735   48.263 (947)
601 UW-Superior                   10-  7   50.733   49.472 (689)
602 Hobart                        11-  3   50.718   47.208 (1150)
603 Scranton                      12-  2   50.704   46.501 (1250)
604 Capital                       11-  4   50.699   48.325 (930)
605 UW-Platteville                10-  6   50.680   49.158 (760)
606 Our Lady of the Lake          10-  6   50.680   49.304 (728)
607 Newman                         7-  8   50.679   51.101 (471)
608 Warner Pacific                12-  7   50.670   49.208 (745)
609 Oklahoma Christian            11-  6   50.658   49.094 (769)
610 Ramapo                        14-  3   50.628   46.869 (1203)
611 Tusculum                       7-  9   50.618   51.424 (441)
612 Elizabethtown                 11-  3   50.613   47.480 (1102)
613 Dickinson St                  12-  7   50.606   49.205 (746)
614 Kutztown                       9-  5   50.606   48.971 (794)
615 Luther                         9-  5   50.601   49.006 (791)
616 Florida A&M                    5- 11   50.592   52.851 (340)
617 La Roche                      13-  1   50.562   45.573 (1346)
618 St Ambrose                    13-  5   50.553   47.849 (1026)
619 California Baptist            10-  9   50.548   50.319 (565)
620 Carleton MN                    7-  6   50.543   50.158 (586)
621 Transylvania                  10-  5   50.542   48.448 (899)
622 NC Wesleyan                   11-  5   50.530   48.329 (927)
623 Pacific Lutheran               8-  7   50.523   50.044 (599)
624 Upper Iowa                     5- 10   50.523   52.203 (376)
625 East Central                   8-  9   50.506   50.891 (490)
626 Mary Hardin-Baylor            12-  4   50.500   47.848 (1028)
627 Pace                           8-  7   50.496   50.271 (571)
628 King TN                        8- 11   50.493   51.144 (467)
629 Elizabeth City St              8-  4   50.485   48.692 (852)
630 Johnson C. Smith               9-  4   50.483   48.591 (871)
631 Coll of the Ozarks MO         12-  6   50.456   48.647 (859)
632 U Sciences Phila               7-  4   50.449   49.172 (754)
633 Truman St                      5-  9   50.445   51.817 (406)
634 Post                           7-  7   50.421   50.250 (573)
635 John Carroll                  10-  5   50.407   48.619 (865)
636 Bluffton                      11-  4   50.405   47.653 (1069)
637 Christopher Newport            9-  5   50.405   49.090 (771)
638 Indiana Tech                  13-  7   50.397   48.312 (936)
639 Hawai`i Pacific                7-  8   50.391   50.752 (509)
640 Alvernia                      10-  3   50.390   47.311 (1129)
641 Kentucky St                    7-  3   50.375   48.437 (904)
642 Rochester NY                  10-  4   50.364   47.931 (1010)
643 WPI                           13-  4   50.346   47.186 (1153)
644 New Jersey Tech                5- 10   50.333   52.004 (391)
645 Southern U.                    3- 14   50.327   54.542 (236)
646 Defiance                      10-  5   50.323   48.515 (887)
647 Missouri S&T                   6-  9   50.323   50.988 (480)
648 Ithaca                        11-  3   50.322   47.288 (1133)
649 Charleston WV                  6-  8   50.312   51.237 (458)
650 Lambuth                        7-  7   50.296   50.230 (576)
651 Colorado Christian             4- 10   50.295   52.665 (349)
652 Rogers St                     10-  9   50.286   50.040 (600)
653 Guilford                      10-  7   50.280   49.297 (729)
654 MD-Baltimore County            1- 16   50.277   55.629 (130)
655 Alcorn St                      1- 15   50.273   56.013 ( 92)
656 Randolph Coll                 10-  5   50.267   47.700 (1056)
657 Emory                         11-  4   50.264   47.874 (1023)
658 Mid-America Christian          9- 10   50.254   50.611 (524)
659 Arkansas-Pine Bluff            2- 15   50.254   55.168 (182)
660 S New Hampshire                6-  9   50.245   51.171 (464)
661 St Thomas FL                  10-  6   50.244   49.087 (773)
662 Oklahoma City                 11-  8   50.243   48.931 (805)
663 Dalhousie                      6-  2   50.237   47.443 (1106)
664 Claremont-Mudd-Scripps         7-  6   50.236   49.872 (619)
665 Seton Hill                     6-  8   50.234   50.986 (481)
666 York PA                       11-  5   50.227   48.019 (992)
667 Western St                     4- 12   50.215   53.007 (334)
668 Mount Olive                    8-  6   50.213   49.640 (661)
669 Stillman                       8-  4   50.200   48.402 (912)
670 Wittenberg                    11-  4   50.190   47.704 (1055)
671 Thiel                         11-  4   50.178   47.582 (1082)
672 Dominican NY                   7-  8   50.176   50.392 (556)
673 Benedictine IL                10-  5   50.176   48.574 (876)
674 Bethel IN                     13-  8   50.167   48.664 (855)
675 Barton                         9-  6   50.157   49.028 (786)
676 Georgia Southern               4- 15   50.154   53.706 (305)
677 Cedarville                    10-  9   50.137   49.796 (629)
678 Goldey-Beacom                  9-  7   50.131   49.470 (690)
679 St Xavier                     13-  5   50.119   47.365 (1119)
680 UW-La Crosse                   8-  9   50.119   50.598 (527)
681 Florida Memorial               8- 10   50.109   50.689 (513)
682 Ashford                       14-  6   50.090   47.846 (1029)
683 Milw Engineering              10-  6   50.080   48.837 (825)
684 Texas-Dallas                  11-  4   50.078   47.484 (1101)
685 Belhaven                      10-  8   50.059   49.413 (704)
686 Dakota St                     10- 10   50.057   49.988 (607)
687 Brandeis                      11-  3   50.056   47.064 (1171)
688 West Florida                   7-  9   50.056   50.961 (485)
689 Franklin Pierce                4- 11   50.046   52.289 (369)
690 Sacramento St                  4- 14   50.046   53.147 (329)
691 Wiley                          8-  9   50.039   50.414 (551)
692 Concordia QC                   7-  3   50.030   47.953 (1006)
693 Point Park                     9-  4   50.029   47.790 (1038)
694 Manhattanville                11-  4   50.028   47.632 (1073)
695 Stevens Tech                  10-  3   50.027   47.160 (1159)
696 Concordia MI                  11-  8   49.996   49.176 (751)
697 Jamestown                     14-  8   49.996   48.321 (933)
698 Olivet Nazarene                8-  9   49.992   50.522 (539)
699 Becker                        13-  2   49.988   45.590 (1342)
700 Kean                          11-  6   49.979   48.584 (872)
701 Hamline                        7-  7   49.970   49.947 (612)
702 Dordt                         11-  7   49.969   47.880 (1022)
703 Central Arkansas               4- 12   49.945   52.455 (361)
704 Rocky Mountain                 9- 11   49.920   49.753 (634)
705 Mary Washington                9-  5   49.913   48.493 (892)
706 Bryan                         12-  7   49.905   48.057 (983)
707 Grambling St                   3- 14   49.904   54.070 (277)
708 Taylor                        12-  8   49.875   48.372 (921)
709 Keystone                      10-  2   49.869   46.267 (1285)
710 IU East                       13-  9   49.862   49.026 (787)
711 Mobile                         8-  8   49.850   49.604 (668)
712 St Mary's MN                   8-  6   49.834   49.186 (748)
713 Concordia-Moorhead             8-  7   49.826   49.314 (726)
714 Geneva                        11-  4   49.824   47.091 (1167)
715 Texas-Pan American             3- 16   49.817   53.862 (292)
716 Victoria                      11-  8   49.801   48.895 (812)
717 Cumberlands KY                 8-  7   49.787   49.085 (774)
718 Le Moyne                       5-  9   49.773   51.311 (450)
719 Edinboro                       8-  8   49.768   49.421 (702)
720 Rockhurst                      6- 11   49.754   51.628 (422)
721 Barry                          4- 10   49.751   51.946 (395)
722 Delta St                       8-  8   49.747   49.636 (662)
723 Spring Arbor                  11- 12   49.745   50.060 (597)
724 St Edward's                    6- 10   49.742   51.137 (469)
725 NW Missouri St                 4- 10   49.740   51.646 (421)
726 Lander                         7-  7   49.737   49.663 (657)
727 Concordia NE                  11-  6   49.732   48.114 (975)
728 Bowdoin                       11-  2   49.730   45.775 (1332)
729 Colorado College              10-  6   49.730   48.239 (954)
730 Regis CO                       5- 10   49.719   51.545 (430)
731 Col-Colorado Springs           5- 12   49.719   52.032 (389)
732 Windsor                       11-  4   49.716   47.369 (1118)
733 East Texas Baptist            10-  5   49.674   47.994 (999)
734 Grand View                    11-  6   49.672   47.544 (1089)
735 Hope Int'l                    11-  8   49.666   48.776 (834)
736 Doane                         11-  8   49.659   48.948 (798)
737 Whitman                       10-  5   49.650   47.804 (1034)
738 Catawba                        5-  9   49.650   51.059 (476)
739 Southern Oregon               12-  7   49.644   48.016 (994)
740 Keene St                      10-  4   49.639   47.335 (1127)
741 TAMU-Kingsville                5-  9   49.629   51.265 (453)
742 Queens NY                      9-  4   49.628   47.512 (1091)
743 Columbus St                    6-  7   49.627   49.865 (621)
744 Rutgers-Newark                14-  3   49.623   46.049 (1310)
745 Bethel TN                     13-  6   49.611   47.757 (1044)
746 Ohio Valley                    5-  8   49.606   50.870 (495)
747 Minn-Crookston                 7- 10   49.597   50.500 (541)
748 Paul Quinn                     8-  7   49.597   49.279 (733)
749 Livingstone                    6-  3   49.570   47.676 (1062)
750 Colgate                        1- 15   49.567   55.064 (192)
751 Ripon                          7-  6   49.565   49.051 (783)
752 Penn St-Erie                  13-  1   49.565   44.554 (1404)
753 Edgewood                      10-  6   49.555   48.210 (961)
754 LIU-C.W. Post                 10-  6   49.551   48.138 (972)
755 Eastern Conn St               11-  3   49.546   46.438 (1258)
756 Jacksonville St                2- 16   49.546   53.821 (295)
757 Belmont Abbey                  6-  7   49.537   49.855 (623)
758 Northern Michigan              6-  9   49.506   50.462 (548)
759 St Francis Xavier              7-  2   49.495   46.284 (1281)
760 Shepherd                       6-  9   49.481   50.407 (553)
761 Central St OH                  9-  7   49.470   48.768 (837)
762 San Diego Christian            7- 13   49.457   51.176 (463)
763 Wesley DE                      9-  6   49.453   48.440 (901)
764 New Orleans                    6-  4   49.447   48.255 (949)
765 Albion                         9-  6   49.413   48.321 (932)
766 Franklin & Marshall           11-  4   49.399   46.456 (1256)
767 Calvin                         7-  9   49.387   49.900 (618)
768 Bethany WV                    10-  5   49.383   47.476 (1103)
769 UW-Stout                       7-  8   49.381   49.507 (683)
770 Alberta                       10-  6   49.377   47.956 (1005)
771 Salem Int'l                    8-  8   49.358   49.455 (694)
772 Southern Arkansas              8-  7   49.331   48.415 (909)
773 New Haven                      4-  9   49.330   51.264 (454)
774 McGill                         5-  4   49.319   48.550 (881)
775 North Central IL               7-  8   49.312   49.524 (679)
776 Lycoming                      12-  4   49.292   46.392 (1264)
777 Rose-Hulman                   10-  5   49.287   47.219 (1147)
778 Cal Lutheran                   7-  8   49.282   49.692 (648)
779 Ohio Dominican                 4- 10   49.271   51.715 (414)
780 Washington MO                  6-  8   49.266   49.837 (625)
781 Loyola NO                      7- 11   49.257   50.488 (544)
782 Coll of Idaho                  9- 13   49.252   50.356 (559)
783 UW-Eau Claire                  8-  8   49.251   49.204 (747)
784 Tuskegee                       5-  5   49.249   49.090 (770)
785 Grace Bible                   13-  7   49.223   47.294 (1131)
786 Gettysburg                     9-  6   49.221   48.109 (977)
787 UW-Oshkosh                     7-  8   49.217   49.532 (677)
788 Lakehead                       9-  3   49.206   46.163 (1292)
789 Montana St-Billings            4- 11   49.206   51.649 (420)
790 Morningside                    8- 13   49.201   50.321 (564)
791 Lake Erie                      5-  9   49.182   50.765 (507)
792 DePauw                        10-  6   49.182   47.849 (1027)
793 Cumberland TN                  7-  8   49.160   49.343 (716)
794 Adrian                         8-  7   49.157   48.746 (844)
795 Tiffin                         3- 13   49.152   52.539 (355)
796 York NE                        9- 11   49.137   49.692 (647)
797 Talladega                      7- 11   49.135   50.469 (547)
798 Akron-Wayne                    2-  0   49.106   44.097 (1425)
799 Davis & Elkins                 4- 11   49.103   51.574 (426)
800 Rhode Island Coll              9-  6   49.101   48.125 (974)
801 Auburn Montgomery              5- 10   49.096   50.862 (497)
802 Catholic                      11-  6   49.093   47.576 (1083)
803 Oswego St                      9-  3   49.089   46.311 (1277)
804 Maryville TN                   9-  7   49.068   48.338 (926)
805 Pfeiffer                       6-  7   49.044   49.392 (709)
806 Hampden-Sydney                 8-  6   49.043   48.163 (967)
807 Mount Mercy                   12-  6   49.043   47.284 (1134)
808 Richard Stockton               8-  5   49.042   47.494 (1096)
809 Holy Names                    12- 11   49.030   48.779 (833)
810 Lawrence                       7-  6   49.029   48.416 (907)
811 DeSales                       10-  5   49.026   47.121 (1164)
812 Mars Hill                      5-  9   49.017   50.409 (552)
813 Southern Virginia             10-  7   49.014   47.921 (1013)
814 Illinois-Springfield           4- 11   48.990   51.572 (427)
815 Misericordia                  10-  6   48.986   47.708 (1053)
816 Aurora                         9-  6   48.971   48.041 (986)
817 Ohio Wesleyan                  8-  8   48.968   48.936 (804)
818 Ouachita Baptist               6-  9   48.957   49.974 (610)
819 South Dakota Tech             10- 12   48.953   49.266 (735)
820 Daemen                        10- 10   48.946   48.791 (832)
821 Jarvis Christian               7- 10   48.940   50.093 (592)
822 Staten Island                 10-  3   48.935   46.014 (1313)
823 William Paterson              11-  5   48.934   46.824 (1208)
824 St Michael's                   4-  9   48.931   50.959 (486)
825 Henderson St                   5- 10   48.926   50.549 (534)
826 St John's MN                   6-  7   48.917   49.331 (723)
827 Carroll WI                     7-  7   48.911   49.021 (788)
828 Vancouver Island               8-  2   48.893   45.291 (1361)
829 Albright                      11-  5   48.884   46.714 (1225)
830 Bacone                         9-  8   48.868   48.509 (888)
831 Olivet                         6-  9   48.867   49.965 (611)
832 Alaska-Fairbanks               4-  8   48.866   50.618 (522)
833 Concordia TX                   9-  6   48.864   47.786 (1039)
834 Lake Forest                    7-  6   48.861   48.484 (893)
835 Benedictine KS                 9-  8   48.855   48.542 (883)
836 Fayetteville St                7-  6   48.832   48.293 (940)
837 Cabrini                        8-  4   48.825   46.798 (1211)
838 Science & Arts OK              8- 10   48.819   49.486 (687)
839 Lebanon Valley                 9-  6   48.818   47.734 (1049)
840 West Virginia Tech             6- 12   48.788   50.566 (533)
841 Dubuque                        9-  6   48.771   47.499 (1095)
842 Nazareth                       9-  5   48.757   47.214 (1148)
843 Asbury                        11-  9   48.750   48.242 (952)
844 McMurry                        9-  6   48.748   47.405 (1113)
845 Trevecca Nazarene              8- 10   48.747   49.495 (685)
846 Redlands                       6-  9   48.728   50.092 (593)
847 Union NY                       8-  6   48.713   48.069 (981)
848 Tabor                         12-  9   48.709   48.045 (984)
849 Toronto                        9-  6   48.681   47.711 (1050)
850 RPI                            8-  4   48.678   46.824 (1209)
851 The Master's College           8- 11   48.678   49.519 (680)
852 Wilmington DE                  6-  9   48.674   49.666 (656)
853 Webster                       10-  4   48.654   46.050 (1309)
854 Houston Baptist                1- 16   48.634   53.751 (300)
855 Widener                        9-  6   48.626   47.562 (1086)
856 OK Panhandle St                4- 13   48.624   51.757 (409)
857 Virginia-Wise                  9- 11   48.622   49.316 (725)
858 Corban                        13-  9   48.613   47.734 (1048)
859 Aquinas                        8- 12   48.606   49.718 (640)
860 Urbana                         3- 14   48.606   52.274 (371)
861 Massachusetts Coll            11-  3   48.596   45.594 (1341)
862 Lincoln MO                     3- 12   48.595   51.733 (412)
863 Gwynedd-Mercy                  8-  4   48.589   46.287 (1280)
864 Skidmore                       8-  5   48.588   47.205 (1151)
865 Hardin-Simmons                 9-  5   48.582   47.085 (1169)
866 North Park                     7-  8   48.562   48.831 (827)
867 North Greenville               8-  3   48.549   44.759 (1390)
868 Elms                           9-  5   48.547   47.020 (1175)
869 Springfield                    9-  6   48.544   47.475 (1104)
870 Southern Wesleyan              9-  9   48.542   48.494 (891)
871 Laurier                       10-  5   48.539   46.579 (1242)
872 Bridgeport                     7-  7   48.534   48.368 (922)
873 Buffalo St                     9-  5   48.525   47.069 (1170)
874 Missouri Valley                9-  9   48.523   48.722 (849)
875 Mt Vernon Nazarene            10-  9   48.519   48.247 (951)
876 NYU                           11-  3   48.480   45.248 (1363)
877 McKendree                      9- 10   48.480   48.476 (895)
878 Shawnee St                     6- 12   48.471   50.186 (583)
879 Trinity CT                     9-  6   48.468   47.171 (1155)
880 Chicago                        5-  9   48.467   49.937 (613)
881 Algonquin                     12-  0   48.467   42.408 (1479)
882 Notre Dame CA                  4- 12   48.463   51.158 (466)
883 Lynn                           3- 13   48.461   51.659 (419)
884 St Joseph's LI                13-  1   48.452   43.421 (1446)
885 Manitoba                       8-  9   48.452   48.937 (803)
886 Plattsburgh St                 8-  5   48.448   47.211 (1149)
887 Thomas More                    8-  8   48.447   48.551 (880)
888 Grinnell                       8-  5   48.434   47.243 (1145)
889 Newberry                       6-  8   48.432   49.072 (779)
890 District of Columbia           4- 11   48.427   50.808 (504)
891 Warner U.                      9- 12   48.400   49.173 (753)
892 Oglethorpe                     9-  8   48.395   47.894 (1021)
893 Hawai`i-Pacific                0-  1   48.391   53.270 (323)
894 Humber                        11-  0   48.391   42.048 (1485)
895 Tennessee Wesleyan             8- 10   48.373   48.904 (810)
896 Southern Maine                 9-  6   48.367   47.258 (1138)
897 Ohio Christian                 8-  5   48.366   46.881 (1200)
898 Vanguard                       3- 15   48.364   52.269 (372)
899 Hiram                          8-  8   48.363   48.384 (918)
900 Montclair St                  13-  4   48.354   45.098 (1368)
901 Baruch                         8-  8   48.348   48.315 (934)
902 Siena Heights                  9- 11   48.342   48.868 (819)
903 Fraser Valley                  8- 14   48.331   49.709 (641)
904 Heidelberg                     7-  8   48.330   48.671 (854)
905 Millersville                   5-  8   48.309   49.335 (721)
906 Clarke IA                     10- 11   48.292   48.565 (878)
907 U of the Southwest             7- 11   48.279   49.720 (639)
908 Concordia IL                   6-  7   48.275   48.531 (885)
909 MIT                           11-  5   48.268   46.400 (1263)
910 Greensboro                     7-  7   48.264   48.085 (979)
911 Glenville St                   2- 13   48.264   52.602 (353)
912 St Vincent                    11-  5   48.257   46.104 (1301)
913 Dominican CA                   1- 14   48.253   53.495 (315)
914 Louisiana College              6-  8   48.241   49.350 (715)
915 St Mary KS                    13-  8   48.238   47.051 (1173)
916 Cardinal Stritch              11- 10   48.236   48.000 (996)
917 Concordia NY                   4- 10   48.230   50.616 (523)
918 Buena Vista                    6-  9   48.227   49.146 (761)
919 MidAmerica Nazarene            7- 11   48.225   49.223 (744)
920 Albany St GA                   5-  8   48.187   49.440 (699)
921 Valley Forge Chr              13-  4   48.182   45.202 (1364)
922 Oakwood                        7-  8   48.171   48.881 (814)
923 Capilano                      10-  0   48.164   42.240 (1483)
924 Juniata                       10-  6   48.156   46.674 (1232)
925 St Gregory's                   5- 12   48.153   50.706 (512)
926 St John Fisher                 8-  7   48.145   47.629 (1074)
927 Northwestern MN                8-  6   48.143   47.433 (1109)
928 UNBC                           7-  2   48.137   44.950 (1382)
929 Linfield                       7-  8   48.132   48.581 (873)
930 CSU-East Bay                   2- 12   48.122   52.279 (370)
931 SUNY-Purchase                 10-  4   48.118   45.622 (1339)
932 Carson-Newman                  5- 11   48.095   50.452 (549)
933 Menlo                          6- 14   48.093   50.312 (567)
934 Shippensburg                   6-  9   48.092   48.939 (802)
935 SW Assem of God                4- 10   48.091   50.530 (538)
936 Graceland                      8- 11   48.082   49.063 (781)
937 St Joseph's ME                 8-  4   48.079   46.648 (1234)
938 Williamson Trade               3-  0   48.069   41.096 (1496)
939 Ohio Northern                  6- 11   48.068   49.721 (638)
940 Felician                       5-  9   48.064   49.512 (682)
941 Wilmington OH                  7-  9   48.060   48.728 (848)
942 Roger Williams                10-  5   48.056   46.521 (1248)
943 Utica                          8-  5   48.054   46.957 (1185)
944 Hood                           8-  6   48.044   47.176 (1154)
945 Elmhurst                       6-  9   48.042   49.183 (749)
946 Central Christian KS          12-  5   48.037   45.642 (1337)
947 Lethbridge CC                 10-  1   48.029   42.935 (1460)
948 Simpson IA                     6-  9   48.023   49.109 (765)
949 Berea                         11-  7   48.019   46.248 (1288)
950 Mid-Continent                  8-  9   48.014   48.313 (935)
951 Baldwin-Wallace                7-  7   48.005   47.960 (1004)
952 Tennessee Temple               4- 12   47.994   50.890 (491)
953 Claflin                        6-  7   47.989   48.348 (925)
954 Hamilton                       7-  5   47.977   46.970 (1181)
955 Wesleyan                       8-  7   47.968   47.281 (1135)
956 Evergreen St                   6- 13   47.953   50.081 (594)
957 Rochester MI                  11-  7   47.949   46.415 (1262)
958 Loras                          6- 10   47.938   49.390 (710)
959 Berry                          8-  6   47.936   47.308 (1130)
960 Minot St                       8- 13   47.921   49.275 (734)
961 St Andrews                     6-  7   47.912   48.424 (905)
962 New Paltz St                   8-  5   47.896   46.703 (1228)
963 West Alabama                   4-  9   47.891   49.977 (608)
964 Centenary LA                   0- 19   47.886   54.408 (249)
965 Otterbein                      6-  9   47.858   48.646 (860)
966 Lenoir-Rhyne                   2- 11   47.858   51.709 (415)
967 Trine                          8-  7   47.857   47.548 (1088)
968 Lourdes                       10- 12   47.855   48.418 (906)
969 Carnegie Mellon                5-  8   47.844   49.158 (759)
970 St Augustine's                 3-  9   47.843   50.594 (528)
971 Washington Adventist           4- 11   47.837   50.201 (580)
972 Union KY                       9- 12   47.822   48.746 (843)
973 Wayland Baptist                6- 13   47.813   49.733 (635)
974 Spring Hill                    6- 10   47.812   49.706 (642)
975 Faulkner                       5- 12   47.811   49.847 (624)
976 St Paul's                      3-  8   47.811   49.990 (604)
977 La Verne                       6-  8   47.808   48.607 (868)
978 Trinity Int'l                  9- 11   47.806   48.379 (920)
979 Calumet-St Joseph              9- 10   47.794   48.107 (978)
980 Sterling                      10- 10   47.790   47.908 (1016)
981 Delaware Valley                7-  6   47.787   47.356 (1120)
982 Husson                         9-  4   47.786   45.342 (1357)
983 Johnson & Wales CO             7- 13   47.783   49.633 (663)
984 Coker                          3-  9   47.776   50.309 (568)
985 Bridgewater St MA              9-  5   47.758   46.143 (1296)
986 Webber Int'l                   7- 11   47.748   49.065 (780)
987 Lynchburg                      6- 10   47.744   49.077 (776)
988 Michigan-Dearborn              8- 14   47.742   49.455 (693)
989 Ave Maria                     10- 10   47.723   47.778 (1041)
990 Haverford                      8-  6   47.709   47.145 (1160)
991 Geneseo St                     7-  5   47.709   46.883 (1199)
992 Eastern U.                     8-  5   47.693   46.137 (1297)
993 Dillard                        6-  9   47.681   49.263 (737)
994 Whittier                       6-  9   47.668   48.955 (796)
995 Southern-New Orleans           5-  9   47.659   49.459 (692)
996 Messiah                        7-  8   47.657   48.010 (995)
997 Bates                          8-  8   47.653   47.415 (1111)
998 Mount Union                    7-  8   47.652   48.039 (987)
999 Wilkes                         9-  5   47.641   45.775 (1331)
1000 Avila                          7- 12   47.636   48.993 (793)
1001 Mayville St                    6- 14   47.624   49.660 (658)
1002 McMaster                       7-  6   47.608   46.906 (1197)
1003 Neumann                        7-  5   47.605   46.641 (1235)
1004 Southeastern FL               10- 11   47.603   47.940 (1008)
1005 Puget Sound                    5- 10   47.596   49.672 (655)
1006 Muhlenberg                     8-  7   47.572   47.124 (1162)
1007 Acadia                         4-  6   47.569   48.622 (864)
1008 Pomona-Pitzer                  6-  8   47.557   48.415 (908)
1009 Holy Family                    4- 13   47.550   50.470 (546)
1010 Frostburg St                   7- 10   47.531   48.445 (900)
1011 Northwestern OH                6- 12   47.529   49.366 (712)
1012 Molloy                         5-  8   47.505   49.106 (766)
1013 Salisbury                      7-  9   47.502   48.044 (985)
1014 Fort Valley St                 4-  9   47.494   49.680 (653)
1015 NAIT                          10-  2   47.483   43.854 (1436)
1016 Academy of Art                 3- 11   47.461   50.542 (535)
1017 Case Western Reserve           7-  7   47.441   47.493 (1097)
1018 Valley City St                 7- 15   47.438   49.360 (713)
1019 Lakeland WI                    9-  6   47.431   46.319 (1275)
1020 Miami-Middletown               3-  4   47.429   48.241 (953)
1021 Judson IL                      8- 12   47.420   48.546 (882)
1022 Bluefield VA                   7- 14   47.416   49.421 (703)
1023 William Jessup                 5- 15   47.414   50.118 (589)
1024 Mount Marty                    6- 13   47.407   49.297 (730)
1025 Moravian                       8-  8   47.402   47.570 (1084)
1026 Mt St Vincent NY              13-  4   47.401   43.757 (1441)
1027 Trinity TX                     7-  8   47.390   47.748 (1047)
